,0,1,2,3
20578,,0,Sun Mar 01 09:41:19 +0000 2020,@asomputra What if bjp gets elected to power in 2021?It will be the final nail in the coffin of the Assamese. And the #CAA has indeed delivered the desired output for the godse-followers
20583,,0,Sun Mar 01 09:38:21 +0000 2020,NRC and CAA is must now.  Population control would be cherry on top. Dear @narendramodi and @AmitShah  do it ASAP.  #CAA #NRC
20586,,1,Sun Mar 01 09:36:44 +0000 2020,RT @amitajaykumar: #boycottthappad if any #Bollywood #celebrity oppose #CAA or #NRC we will oppose and #boycott them.
20587,"New Delhi, India",0,Sun Mar 01 09:35:48 +0000 2020,People are murdering  'right to protest' in the name of public inconvenience. Demonitisation was a historical inconvenience which achieved nothing and 130+ people died in queues. Where were the nationalists back then? #AAP #ShaheenBagh #CAA
20596,"Jamboo dweepe, Bharatavarshe, ",1,Sun Mar 01 09:32:24 +0000 2020,RT @NationalistDP: My msg to the the jokers at #ShaheenBagh - Modi sarkar will never withdraw #CAA. So stop behaving like fools because itâ€¦
20604,,1,Sun Mar 01 09:30:04 +0000 2020,RT @Naresh761991: They are filling the minorities with fear that they will lose their citizenship.   I assure every person from the minoritâ€¦
20609,"Ahmedabad, India",1,Sun Mar 01 09:29:40 +0000 2020,My msg to the the jokers at #ShaheenBagh - Modi sarkar will never withdraw #CAA. So stop behaving like fools because it is you who has got it all wrong about the act and you look like desh drohis to the majority of us. Period!
20613,"Chhota Udepur, Gujarat",0,Sun Mar 01 09:27:30 +0000 2020,"#AarNoiAnnay  They are filling the minorities with fear that they will lose their citizenship.   I assure every person from the minority class that #CAA only provides citizenship, and takes nothing away. It won't affect you in any way: Union Home Minister Shri @AmitShah Ji"
20615,"Mumbai, India",0,Sun Mar 01 09:27:12 +0000 2020,"@Shubhrastha @_YogendraYadav @_YogendraYadav and @ashutosh83B are guilty of publicly lying about #CAA. Ashutosh has been seen with #TahirHussain in election rallies! And, both of them have only one agenda #AntiModi. And, they always try to come across as "
20622,Bharat,1,Sun Mar 01 09:21:03 +0000 2020,"After #CAA, #CAA_NRC_Protests, #ShaheenBagh, Hindu and Muslim, Kapil Mishra and Owaisi;  Who is more famous today - Mahatma Gandhi or Ambedkar?"
20623,"à¤°à¥‹à¤¹à¤¤à¤•, à¤­à¤¾à¤°à¤¤",0,Sun Mar 01 09:20:18 +0000 2020,@Its_DineshKumar @beemji Keep on thrashing. Keep protesting for whole life .  Nothing will happen. #CAA_NRC_Protests is a fake protest with single point agenda of spreading communal hatred. #CAA  will not be rolled back at any cost. and NRC and NPR too wi
20624,DEL-LKO,0,Sun Mar 01 09:17:43 +0000 2020,"#caa has already led to riots in UP, Delhi and Meghalaya.  Why isn't the govt taking it back or getting the contentious text amended and remove reference to the religion."
20625,Tata/Mumbai/Pune/Delhi Bharat,0,Sun Mar 01 09:12:34 +0000 2020,"#GoBackAmitShah WHY WILL AMIT SHAH GO BACK?  Only  illegal immigrants- Bangladeshis, Pakistanis and Rohingyas will go back.  #AmitShah #CAA #NRC_CAA_NPR"
20626,,0,Sun Mar 01 09:10:11 +0000 2020,@aesthetic_camzy @IndianPrism Some great souls like @IndianPrism and others actually gave us strength to fight against Sangh and Anti-National #CAA and #NRC
20627,,0,Sun Mar 01 09:00:28 +0000 2020,There is a poll going on for #CAA #NRC Please take a movement and vote. Do you support CAA &amp; NRC?
20629,Taxila,0,Sun Mar 01 08:58:36 +0000 2020,@srinivasbatkiri @AmitShah @HMOIndia @PMOIndia Despite repeated call from home minister that no Indian citizen will be affected by #CAA. Yet jehadi of #Shaheenbagh forwarding #women and terrorising citizens by blocking the road. It is high time to deal wi
20630,,3,Sun Mar 01 08:57:20 +0000 2020,RT @BJPBarackpore: It's Democracy of West Bengal.. Where You can Oppose the Act which is passed by Parliament but you can't Support that ACâ€¦
20631,"Vijayanagara, Karnataka, India",0,Sun Mar 01 08:57:18 +0000 2020,@anantmahajan1 @ajavgal @Kanagalogy @ganeshchetan @GauthamMachaiah @srivatsayb @KTRTRS @BSYBJP @PLEKarnataka The retarders who hit peace and our economy must be eliminated to triumph as a state. So #CAA #NRC  #CAA_NRC_NPR is very much necessary. And #hind
20632,"Dubai, United Arab Emirates",0,Sun Mar 01 08:49:34 +0000 2020,"@mbckhan @TusharS62854225 @ashoswai My ex boss is a Hindu and he is such a nice guy. We still are in contact with each other. I asked him if he would avail #CAA in India. He said, No way. Why would I put myself in trouble in India. He loves Pakistan &amp;"
20633,"Rajasthan, India",0,Sun Mar 01 08:46:33 +0000 2020,@SethShruti it is misdeeds of #UrbanNaxals who misguided on #CAA and provoked #JehadiGang for Riots and #HinduGenocide .. #Islamic_Radical_Terrorism @ReallySwara @anuragkashyap72 @vinodkapri @svaradarajan @khanumarfa #IslamicTerror
20635,,0,Sun Mar 01 08:38:35 +0000 2020,Looks like #UPPolice have more clear instructions than #DelhiPolice on how to deal with violent anti #CAA protests and thatâ€™s why #UP is more silent than #Delhi.  #Yogi ji - 1 #Shah ji - 0 ðŸ˜
20636,"New Delhi and lucknow,India",0,Sun Mar 01 08:36:14 +0000 2020,protest on pro and against caa being turned into one of the worst communal riots in #delhi but it did not deter amit shah to hold pro #CAA rally in equally sensitive kolkata. Political interest is above all.
20640,India,1,Sun Mar 01 08:32:28 +0000 2020,RT @irfan602: @#muslims Anchor @RubikaLiyaquat and panalist @Shehzad_Ind who were against #muslims in #CAA are also responsible for givingâ€¦
20641,"à¤­à¤¾à¤°à¤¤, India",0,Sun Mar 01 08:29:33 +0000 2020,"Massive Rally in #CAA support in #WestBengal under the regime of Mamata Banerjee, No matter how Anti-National forces try, Indians will stand rock solid for India's Unity and integrity #Kolkata Welcomes Shri  @AmitShah   #AarNoiAnnay #AmitShah"
20647,"Karachi, Pakistan",0,Sun Mar 01 08:23:45 +0000 2020,@rakesh_mishra @MacaesBruno India should forget about others for a while and sort out her own issues State backed killings of Muslims &amp; other minorities even in the capital have burst the bubble of secular India #KashmirWantsFreedom #CAA #DelhiRiots #
20650,India,1,Sun Mar 01 08:19:45 +0000 2020,@#muslims Anchor @RubikaLiyaquat and panalist @Shehzad_Ind who were against #muslims in #CAA are also responsible for giving edge to violence against Muslims in #DelhiRiots . The slogan of Kapil misra perfectly match on them. Its time for #muslims to thin
20652,à¤¦à¥‡à¤µà¥‹à¤‚ à¤•à¤¾ à¤¦à¥‡à¤¶ ,0,Sun Mar 01 07:57:41 +0000 2020,one thing which i don't understand is that why Canada and British government getting worried over CAA being imposed in India.. means i bought a car and the person who stays 10 lanes away from me is getting tension of petrol and car maintenance..waah bhai  #CAA #saheenbagh #India
20654,"Jalaun, India",0,Sun Mar 01 07:51:55 +0000 2020,"Please just ask to the family of Ankit Sharma and Ashfaq. What are riots. Please give up the violence. We are brothers. We are Indians. #CAA is for Muslims of Pakistani, Bangaladeshi and Afghani. It is not for Indian Muslims. Please read carefully the rules of #CAA."
20655,New Delhi,0,Sun Mar 01 07:51:04 +0000 2020,"STOP saying Isko #Goli (à¤—à¥‹à¤²à¥€) maaro, usko Goli maaro, STOP sharing Videos full of #HATE and #VIOLENCE. STOP saying someone #Desh ke #Gaddar (#à¤—à¤¼à¤¦à¥à¤¦à¤¾à¤°)until proven by Court. @Anti #CAA, @Anti #NRC, @ShaheenBagh @DelhiPolice @In Support of #CAA and #NRC  Just Support #Humanity"
20659,,0,Sun Mar 01 07:45:55 +0000 2020,#AntiCAAProtests has shown the true colors of muslims. #CAA has nothing to do with Muslims but still Muslims are protesting/rioting cause their mindset is #AntiHindu. They always consider others Kafir irrespective of how much love and acceptance given to them.  #DelhiRiots #riots
20660,,0,Sun Mar 01 07:45:22 +0000 2020,So in #UNHRC meet nobody discussed what human rights violations made these religious minorities flee from their countries and become refugees in India but about all the hr that were supposedly violated by giving them citizenship #CAA
20663,,0,Sun Mar 01 07:21:44 +0000 2020,"Whether the introduction of the CAA had the true intention of dividing the country on communal lines will always be up for debate. The fact that the CAA HAS divided the country on communal lines and HAS invited violence, is not up for debate! #CAA #DehliRiots #DelhiViolance"
20664,,0,Sun Mar 01 07:17:37 +0000 2020,"#aap #Delhi #CAA #NRC #india #PM #governer. #RAW #NSG. Let's follow a true citizens responsibilities, if such situation are about to happen then impose the curfew, for the humanity and peace. If state government doesn't take action,  let central take over it."
20666,,0,Sun Mar 01 07:12:53 +0000 2020,"Made in Rally held at RamLila ground called in Protest of #CAA.He blinked over venemous speech of Scoundrels and Bigots like #WarisPathan,#AsasuddinOwaisi,#Amanatullah etc which goes to prove he has inborn hatred for BJP leaders in particular and Hindus in general."
20667,,0,Sun Mar 01 07:11:47 +0000 2020,"4/7 When the state is boiling with sentiments of dissent over the #CAA, people are still on the streets and the anger still hasn't subsided, how has the Government come to the conclusion that security situation is under their control?  #nevoicematters #assam #elections2021"
20932,India,0,Sat Feb 29 13:45:49 +0000 2020,@SameerDesii @Reuters Pakistan has a blasphemy law that clearly separates Non-Muslims from Muslims. World has no right to comment on Indian #CAA unless they force these three countries to protect minorities and remove blasphemy laws.
21130,à¤œà¤‚à¤¬à¥‚à¤¦à¥à¤µà¥€à¤ªà¤¾. NATION FIRST ðŸ‡®ðŸ‡³,0,Sat Feb 29 06:36:17 +0000 2020,@ians_india @naqvimukhtar Leave  #CAA  ....LETS TALK ABOUT JOBS AND GDP ..which is good for all.
23436,,0,Thu Feb 27 22:34:39 +0000 2020,@RajeevShrikhand @ShekharGupta And for them killing own citizens?? More than 60 Indians killed till date related to #CAA
23456,,0,Thu Feb 27 20:30:34 +0000 2020,"@TamannaPankaj Congrats Ms of India 4 anti #CAA protests u showed your Hindu hatred by burning temples, Hindu homes and country..Stone pelting which is a religious ceremony after prayers to kill infedels ..u all succeeded in supporting Pakistan #TahirKaDa"
23629,"New Delhi, India",0,Thu Feb 27 14:39:54 +0000 2020,"@rahulroushan Govt. will introduce #Population_Control_Law and #Uniform_Civil_Code very soon. It seems,the purpose of protest against #CAA is to build up a pressure on Govt. @AmitShah @narendramodi @RShivshankar @SushantBSinha @sardanarohit @SwetaSinghAT "
24544,New Delhi,1,Thu Feb 27 00:42:35 +0000 2020,"RT @KaulLegend: Watched now fully #Annathe #Thalaivar169 @rajinikanth media interaction, he looks so smart in that @RalphLauren tee and madâ€¦"
24550,"Basel City, Switzerland",0,Wed Feb 26 23:10:42 +0000 2020,@Mahaling83 @NairShilpa1308 We donâ€™t wetpants for our father names you s**tpants! You must be a bastard! Get educated about what are the consequences of #NPR #NRC #CAA. Go and find out why the @UNHumanRights has called it out as fundamentally discrimina
24577,à¤­à¤¾à¤°à¤¤,1,Wed Feb 26 20:05:59 +0000 2020,"Watched now fully #Annathe #Thalaivar169 @rajinikanth media interaction, he looks so smart in that @RalphLauren tee and made his point clear #CAA will stay and use iron hands. @CringedB @BUSHINDIA @GopalanVs @kgannavaram @itispalkova @HavvaNagilaJew @LesterNygaard9"
25038,"New Delhi, India",0,Wed Feb 26 10:50:01 +0000 2020,#AmitShahIstifaDo Varna #CAA Protesters ke P****de mein Danda do.   And Kill the murderers of Ratan Lal and Ankit Sharma immediately.   Don't spare these skull cap goons who cause #DelhiBurns #DelhiRiots2020
27268,"Chicago,U.S.A",0,Tue Feb 25 11:02:22 +0000 2020,"@asadowaisi @PMOIndia You were instigating riots till yesterday today you want peace? First, go tell all the members of your community that you support #CAA and #NRC and ask them to do the same."
29531,ðŸ‡ªðŸ‡ºðŸ‡©ðŸ‡ªðŸ‡«ðŸ‡·ðŸš©,3,Mon Feb 24 17:46:18 +0000 2020,Indian Muslims who are against #CAA that protects persecuted religious minorities of neighboring Islamic states should have no objection if they are given same rights that Hindus and Sikhs get in Pakistan   #DelhiViolence #IslamicSeparatism #Radical_Islamic_Terrorism
29758,,0,Mon Feb 24 17:13:59 +0000 2020,"According to Tauseef Rehmani ..govt should allow peaceful protests ...he means to say ..genocide for the 100th time if Hindus , butcher like how their ancestors did ...break temples ...they broke many temples in name of #CAA protests and burn Hindu homes ..#EndThisViolence"
30463,ðŸ‡ªðŸ‡ºðŸ‡©ðŸ‡ªðŸ‡«ðŸ‡·ðŸš©,4,Mon Feb 24 15:04:36 +0000 2020,I regularly see such phrases used by Islamists like @_sabanaqvi and ilk  It is this mindset of #IslamicSeparatism that created Pakistan   Will the likes of @_sabanaqvi and others protesting #CAA accept the same set of rights in India that minorities get in Islamic states?
30576,,1,Mon Feb 24 14:36:32 +0000 2020,RT @LegalKant: @AdvaitaKala Kasmir valley style stone pelting is now happening in Delhi  Will Indian Muslims against #CAA accept the same sâ€¦
30585,ðŸ‡ªðŸ‡ºðŸ‡©ðŸ‡ªðŸ‡«ðŸ‡·ðŸš©,1,Mon Feb 24 14:35:13 +0000 2020,@AdvaitaKala Kasmir valley style stone pelting is now happening in Delhi  Will Indian Muslims against #CAA accept the same set of rights that Hindus and other minorities get in Pakistan?
31968,Alaska,0,Mon Feb 24 06:42:02 +0000 2020,PM modi should also issue clear warning to trump administration that any attempt to interfere in indian democratic process and communal harmony by US senetors and US funded individuals wont be tolerated  like they did in #CAA #article370 . #NamasteTrump
32105,ðŸ‡ªðŸ‡ºðŸ‡©ðŸ‡ªðŸ‡«ðŸ‡·ðŸš©,4,Mon Feb 24 03:09:30 +0000 2020,The anti #CAA protests and violence by Indian Muslims is a message of solidarity to fellow Muslims in Pakistan &amp; Bangladesh  Later they will join Indian Muslims to create Islamic states out of India   Yet gullible Hindus resist the institution of #HinduRashtra  What to say!
33237,,2,Sun Feb 23 08:27:31 +0000 2020,"RT @Chandankrishn13: @ABPNews @RubikaLiyaquat Shameless Swara Bhaskar, Flop C Grade Movies Actresses Spreading FAKE Malacious Propganda Camâ€¦"
33830,"Srinagar, India",0,Sun Feb 23 05:34:33 +0000 2020,The chaiwala next to my workplace explains the #CAA to his customers way better than the clowns in #BJP. PM @narendramodi @AmitShah and @JPNadda should immediately revamp their IT cell team and spokespersons.  @BJP4India @BJP4Delhi
34030,"New Delhi, India",0,Sun Feb 23 04:42:30 +0000 2020,"@spbhattacharya @RubikaLiyaquat @ReallySwara Swara Bhaskar, Flop C Grade Movies Actresses Spreading FAKE Malacious Propganda Campaign Against INDIA and PM Modi @ReallySwara @anuraagmuskaan @vikasbhaABP @saahilmenghani @maryashakil @seemay  #CAA #CAA_NRCPr"
34053,"New Delhi, India",2,Sun Feb 23 04:08:33 +0000 2020,"@ABPNews @RubikaLiyaquat Shameless Swara Bhaskar, Flop C Grade Movies Actresses Spreading FAKE Malacious Propganda Campaign Against INDIA and PM Modi @ReallySwara @anuraagmuskaan @vikasbhaABP @saahilmenghani @maryashakil @seemay  #CAA #CAA_NRCProtests"
34062,"New Delhi, India",0,Sun Feb 23 03:54:11 +0000 2020,"@vivekagnihotri Swara Bhaskar is a Paid Pakistan ISI Agent spreading Unnecessary FAKE Malacious Propganda Campaign Against INDIA and PM Modi, @ReallySwara  #CAA #NRC #CAA_NRC_NPR #ShaheenBagh #Shaheenabagh"
34138,,0,Sat Feb 22 22:26:51 +0000 2020,Well done @RubikaLiyaquat you just exposed the Prejudice and Elitism of Swara Bhasker.  Swara Bhasker didn't read #CAA act but she is against CAA.  Why the hell she is coming to debates without even reading anything ?   Pure arrogant hypocrite.
34345,,0,Sat Feb 22 15:58:09 +0000 2020,"Whatever BJP media partners like @republic,  @TimesNow and a slew of Hindi news channels tell us,  @realDonaldTrump will be raising #Kashmir, #CAA and #NPR."
35133,New Delhi,0,Mon Mar 02 13:42:04 +0000 2020,"This man @asadowaisi talks about #CAA #NPR #NRC but he knows nothing deeply about it and says, these are dangerous than TADA &amp; POTA. à¤²à¥‡à¤•à¤¿à¤¨ #TADA #POTA à¤¤à¥‹ à¤¨à¤¹à¥€à¤‚, à¤¹à¤¾à¤, à¤¯à¥‡ à¤¤à¤¥à¤¾à¤•à¤¥à¤¿à¤¤ à¤†à¤¦à¤®à¥€ #TADA #POTA à¤¸à¥‡ à¤œà¥à¤¯à¤¾à¤¦à¤¾ à¤–à¤¤à¤°à¤¨à¤¾à¤• à¤¹à¥ˆ  His intention is to scare Muslims agst Hindus. @aimim_national"
35140,"Mumbai, Delhi, Kolkata, India",0,Mon Mar 02 08:57:17 +0000 2020,@ANI Mamata Banerjee has been vehemently opposing the policies and time and again reiterated will be no implementation of #CitizenshipAmendmentAct and even stopped #NPR training workÂ in West Bengal  Pathfinder of violence who welcomed Asaduddin Owaisi ca
35145,"New Delhi, India",0,Mon Mar 02 05:37:40 +0000 2020,@HarishKhuranna @TrizaChaudhary @ArvindKejriwal @msisodia @BJP4India @BJP4Delhi All are mastermind of naheen baag and delhi riots. #NRC #NPR #Tahir_hussain_terrorist #AmanUntukSemua #à¤†à¤°à¥à¤¥à¤¿à¤•_à¤¬à¤¹à¤¿à¤·à¥à¤•à¤¾à¤° #à¤®à¥à¤¸à¥à¤²à¤¿à¤® à¤†à¤
35149,New York NY,0,Mon Mar 02 03:49:46 +0000 2020,"In other #coronavirus news, I was passing through the Philly suburbs today and heard Blueberry Hill while listening to @WRTImusic. #12Monkeys #NPR #freaky"
35154,,1,Mon Mar 02 01:43:55 +0000 2020,RT @AjaySin61214166: @BesuraTaansane @kalyan_rachuru @BJP4India @narendramodi @AmitShah @JPNadda @Sunil_Deodhar When PIGS start to FLY. Inâ€¦
35158,"London, England",0,Sun Mar 01 22:03:36 +0000 2020,"@realDonaldTrump @nytimes @washingtonpost @comcast @ABC @CBSNews Frightening reality is that there are enough FOOLS, IDIOTS &amp; ""poorly educated"" #Americans, who look up to this super-crooked lump of mass and could get him re-elected. #SundayThoughts #S"
35164,"New Delhi, India",4,Sun Mar 01 20:41:00 +0000 2020,"Tamil Nadu Chief Minister, Edappadi Palaniswamy says, state would follow Andhra Pradesh and Telengana in the matter of National Population Register (#NPR)."
35168,"Chicago,U.S.A",1,Sun Mar 01 18:24:49 +0000 2020,@BesuraTaansane @kalyan_rachuru @BJP4India @narendramodi @AmitShah @JPNadda @Sunil_Deodhar When PIGS start to FLY. In #WestBengal Mamata Banerjee has no intention of having a fair fight. She will employ TMC goons to ransack voting booths &amp; EVMs. Only 
35171,,1,Sun Mar 01 16:21:12 +0000 2020,RT @Sayeed_Saheb: @harishwings @so_radhikal Who takes over Sir? Who ensures justice to the under privileged and unprepared during #NPR Howâ€¦
35178,"Pune, Maharashtra, India",0,Sun Mar 01 15:01:31 +0000 2020,"Central Govt must make it's stand clear on #NPR and #NRC. In Bihar, #BJP  agrees 2 NPR(with changes) &amp; says no 2 NRC. Much of th misunderstanding will get resolved. Other states hv passed resolutions on similar lines. Focus on #economy &amp; #employment instead of diverting attention"
35190,Bangalore,1,Sun Mar 01 13:34:38 +0000 2020,@harishwings @so_radhikal Who takes over Sir? Who ensures justice to the under privileged and unprepared during #NPR How do we ensure no corrupt official abuses his power in this most sensitive of issue?  #NPRà¤¹à¥€_NRCà¤¹à¥ˆ
35207,Bharat,0,Sun Mar 01 10:38:15 +0000 2020,"What ever we have witnessed so far in the country only validates that we need #NPR and #NRC to be implemented on priority basis.   CAA is already in place, no going back.  I support our government move."
35236,Bharat,3,Sat Feb 29 10:36:51 +0000 2020,@KalidasOfficial And #NPR is precisely that. A population register that tells the #Indian government the number of people living in its territory &amp; feeding on its resources. #à¤œà¤¾à¤¤à¤¿à¤œà¤¨à¤—à¤£à¤¨à¤¾_à¤œà¤°à¥‚à¤°à¥€à¤¹à¥ˆ
35703,"New Delhi, India",1,Tue Feb 25 21:18:35 +0000 2020,RT @vj_budhiraja: Time to feel the pinch ! And there will be no respite .. #NRC and #UCC are coming and no stopping it! All the #antiNationâ€¦
35705,"New Delhi, India",1,Tue Feb 25 21:11:58 +0000 2020,Time to feel the pinch ! And there will be no respite .. #NRC and #UCC are coming and no stopping it! All the #antiNationals #ShaheenBaghs harboring thoughts of breaking up of India .. can burn in hell or #Porkistan !
35706,"New Delhi, India",1,Tue Feb 25 21:09:53 +0000 2020,RT @vj_budhiraja: @svaradarajan @nagpaltweets @thewire_in @ArvindKejriwal @DelhiPolice Time to feel the pinch ! And there will be no respitâ€¦
35707,"New Delhi, India",1,Tue Feb 25 21:08:04 +0000 2020,@svaradarajan @nagpaltweets @thewire_in @ArvindKejriwal @DelhiPolice Time to feel the pinch ! And there will be no respite .. #NRC and #UCC are coming and no stopping it! All the #antiNationals #ShaheenBaghs harboring thoughts of breaking up of India .. c
36139,Germany ,1,Mon Feb 24 08:00:25 +0000 2020,"RT @DeshSpeaks: Watch #LastWeekTonight episode on #Modi, his hindu nationalist intolerant agenda and #CAB and #NRC. Comedians are doing jouâ€¦"
37621,,0,Thu Feb 20 19:32:41 +0000 2020,By seeing @warispathan s #HateSpeech and @asadowaisi s Rally Incident ..I strongly believe that India definitely needs #NRC ASAP #OwaisiKaWaris #WeSupportCAA_NRC #ShaheenBaghCollapse
37629,"No Sharia Zone, Bharat ðŸš©ðŸ‡®ðŸ‡³",0,Thu Feb 20 17:58:16 +0000 2020,@antibhaktweet If you know which documents are required for #NRC and which for Opening a Bank account you can share your Gyan and enlighten me ðŸ˜  You pointed the Difference not me ðŸ˜Ž  For me all Documents are just Documents ðŸ˜Ž
37631,Bharat ... Aur Kahan ...,0,Thu Feb 20 17:23:10 +0000 2020,@iamzzeeshan @warispathan @ProfKapilKumar @Republic_Bharat Your forefathers fought for freedom of porkistan.  But they stayed back in India . We will kick them out after #NRC . We will dig their Graves and deport to Pakistan and bangladesh
37632,à¤­à¤¾à¤°à¤¤à¤µà¤°à¥à¤·à¥‡ à¤­à¤°à¤¤à¤–à¤£à¥à¤¡à¥‡ ðŸš©,0,Thu Feb 20 16:23:57 +0000 2020,"@Puneeth98305337 @afirmazwaab @gjwalku @suvvyks @BJP4Karnataka @narendramodi @Puneeth98305337 hey donâ€™t waste time in it  We can awake them whoâ€™re actually sleeping,not them whoâ€™re doing acting of sleeping  So relax,everything will be fine  Actually"
37650,India,0,Thu Feb 20 13:23:17 +0000 2020,@aajtak @SwetaSinghAT By assuring that #NRC is not for throwing anyone out of this country but it is for the national security and by simplified documentation process in the national #NRC. Documents of 1970 is needed for assam only because there were the 
37656,"189, Cooperative Colony,Bokaro",2,Thu Feb 20 12:59:20 +0000 2020,RT @malviyapankaj: @Ramesh_BJP @samarjeet_n @vanitajain21 @monakaran @anandpdwivedi @ParasKGhelani @SwethaAjeeth @chitranayal09 @_blackdiamâ€¦
37658,India,2,Thu Feb 20 12:37:11 +0000 2020,@Ramesh_BJP @samarjeet_n @vanitajain21 @monakaran @anandpdwivedi @ParasKGhelani @SwethaAjeeth @chitranayal09 @_blackdiamond00 @KewalSunit @caa_nrc_best @hemirdesai @lahri_chandra Are you saying #NRC will not consider any of the existing identity documents
37661,"Fremont, CA",0,Thu Feb 20 12:09:55 +0000 2020,"Dear @narendramodi @PMOIndia @AmitShahOffice @AmitShah Will any one from you clear, which document is enough to prove citizenship for any any Indian? So that this so called big issue comes to an end for all. #NRC is must and necessary for INDIA. But it should be final process."
37662,,0,Thu Feb 20 12:09:49 +0000 2020,"@RahulEaswar @narendramodi Introduce #UCC , #NRC #PopulationControl #FreeTemple #Judicialreform #IPCreform and #bharat will give you 350 sets + for @BJP4India"
37666,à¤­à¤¾à¤°à¤¤ ðŸ‡®ðŸ‡³,4,Thu Feb 20 11:32:33 +0000 2020,"@RahulEaswar @gvnair91 Don't jump to conclusion. #NRC will come. UCC and PCB are in the pipeline. Then again you will cry it's against muslims, whereas population control is the need of the hour. @narendramodi sir, kindly bring #PCB and #UCC soonest pls. "
37667,New  Delhi,0,Thu Feb 20 11:17:45 +0000 2020,"UN secretary-general made comments on J&amp;K and #NRC in Pakistan. Our position has not changed on J&amp;K, it's an integral part of India. We hope @UN secretary-general @antonioguterres would emphasise need for Pakistan to take credible action against terrorism: @MEAIndia"
37673,Delhi,0,Thu Feb 20 08:18:16 +0000 2020,@DrJwalaG Just wanna ask Sanghis and Andh-Bhakts.....  How many of these traitors are Muslims?  You doucheb@gs claim all the time that Muslims are traitors and deshdrohis...   Ab bolo.  #Navy #ISI #Hawala #Pakistan #Deshdrohi #India #NRC
37681,"Bengaluru, Kochi, Dubai",2,Thu Feb 20 07:30:53 +0000 2020,RT @RK_Insight: @DickDarryl @judedavid21 @rajkumar65rk21 @rajarajeevkumar @priyapyadav18 @washingtonpost Why burden the Exchequer? First spâ€¦
37685,"Patna, India",0,Thu Feb 20 07:03:51 +0000 2020,@ShashiTharoor @AmitShah I think these issues need special attention. These r the 3 things that hamper NRC and NPR. Which is being opposed everywhere. The gov should give a statement in writing on these issues so that the fear prevailing within the people
37688,,5,Thu Feb 20 06:53:58 +0000 2020,@Ramesh_BJP @vanitajain21 @monakaran @anandpdwivedi @ParasKGhelani @SwethaAjeeth @chitranayal09 @_blackdiamond00 @KewalSunit @hemirdesai @lahri_chandra There are many like him and we need to arrest them all We need #NRC for safe India #ISupportCAA_NRC
37702,Neverland,1,Thu Feb 20 05:43:51 +0000 2020,RT @HalkutHateli: See the limit of idiocy. Her brother and father are in #NRC list. They are considered Indian but this poor soul is foreigâ€¦
37703,Delhi,1,Thu Feb 20 05:37:53 +0000 2020,See the limit of idiocy. Her brother and father are in #NRC list. They are considered Indian but this poor soul is foreigner according to our courts.  Our legal system has failed us miserably.  #NRC_CAA_NPR #Jamia  Sushant Singh Kerala Dr Subramanian
37707,"Kolkata, India (Calcutta)",5,Thu Feb 20 05:03:38 +0000 2020,"@srivatsayb If even half a name here sounded Muslim...There wud hv been ""research papers"" produced by  @SwarajyaMag  @OpIndia_com  @TIinExile  or  @davidfrawleyved   .. on how treachery, terrorism et al are part of their genes.. and how opposing #NRC mean"
37713,,1,Thu Feb 20 04:11:05 +0000 2020,RT @Shaik_Jaffrey: Supreme Court is of the view tht Shaheen Bagh has right to protest but it shld not affect rights of othr citizens n it iâ€¦
37718,,1,Thu Feb 20 03:28:32 +0000 2020,Supreme Court is of the view tht Shaheen Bagh has right to protest but it shld not affect rights of othr citizens n it is ok to hve the entire state of Kashmir lockdown for 5 months and affectng the rights of all Indian Kashmiri citizens??#NRC #ShaheenBaghProtests #ShaheenBagh
37791,,0,Sat Feb 29 05:36:16 +0000 2020,"@BorisJohnson Mate you ideally need to learn to comb your hair properly and once achieved that feat, may be read the #CAA document &amp; preach about it. The bill is passed in a democratic house with a leading majority. sooo ..kindly mind your own busines"
38576,"à¤¨à¤ˆ à¤¦à¤¿à¤²à¥à¤²à¥€, à¤­à¤¾à¤°à¤¤",0,Fri Feb 28 11:02:23 +0000 2020,It's not about religion it's about being a patriotic that's why you have @AtifBjp @abbas_nighat supporting #CAA and @ReallySwara @anuragkashyap72 opposing it.  Hindustan mein kisi hindustani ko dar nahi aur jo dar rahe samajh lo ki ye unka ghar nahi.  #PatrioticIndiansSupportCAA
39100,,1,Fri Feb 28 07:06:19 +0000 2020,RT @Av_Mirror: @PTTVOnlineNews For #DelhiRiots ðŸ‘ˆ TamilNadu #DMK 39 MP's Should Resign from the Post ðŸ‘ˆ  #Congress + #DMK Misleading the Peopâ€¦
39196,India,1,Fri Feb 28 06:50:45 +0000 2020,@PTTVOnlineNews For #DelhiRiots ðŸ‘ˆ TamilNadu #DMK 39 MP's Should Resign from the Post ðŸ‘ˆ  #Congress + #DMK Misleading the People &amp; Calling the students and People's to the Road to Do Protest Against the #CAA ðŸ‘ˆ   #ArrestSoniaGandhi  #Arrest_Soni
40066,Rohtak. Haryana ,0,Fri Feb 28 00:08:50 +0000 2020,"@Assassi50834840 @Mughal_imperial @IndiaArtHistory @RanaAyyub Brother and sister product, inbred, #CAA is nothing about burdens like you who didn't migrated inspite of getting ðŸ‡µðŸ‡°. It's about the ðŸ•‰ï¸ and â˜¬ who are killed raped by timid Mohammed"
